Timestamp,Date,User_Group,VLAN,Source_IP,Application,Traffic_MB,Action,Connection_Type
2026-02-12 03:10:14,2026-02-12,Staff,VLAN 30,10.1.30.132,HTTP,44.98,Deny,Wi-Fi
2026-02-15 16:34:02,2026-02-15,HR,VLAN 30,10.1.30.43,FTP,20.0,Permit,Wired
2026-02-20 00:15:02,2026-02-20,IT,VLAN 20,10.1.20.18,SSH,18.11,Permit,Wi-Fi
2026-02-11 02:36:24,2026-02-11,Staff,VLAN 30,10.1.30.188,SMB,95.86,Permit,Wired
2026-02-23 04:24:46,2026-02-23,Finance,VLAN 30,10.1.30.55,Radius,7.67,Permit,Wi-Fi
2026-02-21 20:19:58,2026-02-21,IT,VLAN 20,10.1.20.47,Active Directory,37.95,Deny,Wired
2026-02-19 05:34:21,2026-02-19,Staff,VLAN 30,10.1.30.195,SMB,342.81,Deny,Wired
2026-02-26 08:02:52,2026-02-26,Guest,VLAN 40,10.1.40.156,HTTPS,711.59,Deny,Wi-Fi
2026-02-12 17:47:17,2026-02-12,Finance,VLAN 30,10.1.30.61,Radius,2.83,Permit,Wired
2026-03-02 22:15:42,2026-03-02,IT,VLAN 20,10.1.20.29,SSH,17.12,Permit,Wired
2026-02-16 02:14:55,2026-02-16,Finance,VLAN 30,10.1.30.65,DNS,33.92,Deny,Wired
2026-02-28 15:42:06,2026-02-28,IT,VLAN 20,10.1.20.19,DNS,15.54,Permit,Wi-Fi
2026-02-28 06:13:40,2026-02-28,HR,VLAN 30,10.1.30.40,FTP,614.48,Deny,Wi-Fi
2026-02-27 21:43:36,2026-02-27,Finance,VLAN 30,10.1.30.73,SSH,39.14,Deny,Wi-Fi
2026-02-12 01:38:04,2026-02-12,Finance,VLAN 30,10.1.30.63,Active Directory,15.65,Permit,Wi-Fi
2026-03-05 04:26:14,2026-03-05,Finance,VLAN 30,10.1.30.60,DNS,48.52,Permit,Wi-Fi
2026-02-12 04:18:58,2026-02-12,Finance,VLAN 30,10.1.30.89,HTTPS,153.79,Permit,Wired
2026-02-13 00:18:18,2026-02-13,Guest,VLAN 40,10.1.40.22,DNS,34.26,Deny,Wi-Fi
2026-02-11 17:33:36,2026-02-11,Staff,VLAN 30,10.1.30.183,SSH,14.8,Permit,Wi-Fi
2026-02-22 17:17:36,2026-02-22,Staff,VLAN 30,10.1.30.196,HTTPS,688.98,Permit,Wi-Fi
2026-02-26 00:48:22,2026-02-26,IT,VLAN 20,10.1.20.24,SMB,634.75,Deny,Wi-Fi
2026-02-16 10:59:49,2026-02-16,Finance,VLAN 30,10.1.30.83,SMB,937.31,Permit,Wi-Fi
2026-02-20 13:22:49,2026-02-20,IT,VLAN 20,10.1.20.48,SMB,274.55,Permit,Wired
2026-02-25 06:30:28,2026-02-25,Staff,VLAN 30,10.1.30.152,Active Directory,42.78,Permit,Wi-Fi
2026-02-21 05:26:56,2026-02-21,IT,VLAN 20,10.1.20.26,Radius,26.08,Permit,Wired
2026-02-15 05:04:33,2026-02-15,Guest,VLAN 40,10.1.40.60,SMB,610.28,Deny,Wi-Fi
2026-02-17 08:07:21,2026-02-17,Guest,VLAN 40,10.1.40.102,SSH,24.64,Deny,Wi-Fi
2026-03-02 18:06:21,2026-03-02,IT,VLAN 20,10.1.20.35,HTTP,2.64,Permit,Wi-Fi
2026-03-11 06:47:15,2026-03-11,HR,VLAN 30,10.1.30.31,FTP,989.45,Permit,Wi-Fi
2026-02-24 07:24:24,2026-02-24,HR,VLAN 30,10.1.30.47,SSH,7.26,Permit,Wi-Fi
2026-03-04 10:01:58,2026-03-04,Guest,VLAN 40,10.1.40.160,Active Directory,26.87,Deny,Wi-Fi
2026-03-05 13:49:36,2026-03-05,Guest,VLAN 40,10.1.40.119,Active Directory,41.42,Deny,Wi-Fi
2026-03-01 06:48:55,2026-03-01,IT,VLAN 20,10.1.20.17,Radius,21.85,Permit,Wired
2026-03-04 23:30:19,2026-03-04,HR,VLAN 30,10.1.30.13,HTTP,37.45,Permit,Wired
2026-02-10 02:13:46,2026-02-10,Guest,VLAN 40,10.1.40.142,Radius,36.39,Deny,Wi-Fi
2026-02-25 21:06:59,2026-02-25,Guest,VLAN 40,10.1.40.15,SSH,30.32,Deny,Wi-Fi
2026-03-06 16:58:32,2026-03-06,Staff,VLAN 30,10.1.30.165,SMB,899.58,Permit,Wired
2026-03-06 04:11:39,2026-03-06,Guest,VLAN 40,10.1.40.93,SMB,1000.49,Deny,Wi-Fi
2026-03-09 01:07:36,2026-03-09,Finance,VLAN 30,10.1.30.55,SSH,7.51,Permit,Wired
2026-03-02 18:15:48,2026-03-02,Staff,VLAN 30,10.1.30.133,HTTP,31.83,Deny,Wi-Fi
2026-02-24 07:49:28,2026-02-24,Finance,VLAN 30,10.1.30.78,FTP,103.63,Permit,Wi-Fi
2026-02-12 15:08:33,2026-02-12,Staff,VLAN 30,10.1.30.195,HTTPS,518.12,Deny,Wired
2026-02-18 03:16:13,2026-02-18,Staff,VLAN 30,10.1.30.188,HTTPS,691.53,Permit,Wi-Fi
2026-02-11 08:56:54,2026-02-11,Guest,VLAN 40,10.1.40.14,Radius,4.31,Deny,Wi-Fi
2026-02-23 11:08:44,2026-02-23,Guest,VLAN 40,10.1.40.92,SMB,812.45,Deny,Wi-Fi
2026-02-10 03:53:43,2026-02-10,Finance,VLAN 30,10.1.30.76,SSH,38.98,Deny,Wi-Fi
2026-03-08 13:55:03,2026-03-08,Finance,VLAN 30,10.1.30.51,HTTPS,319.99,Permit,Wi-Fi
2026-03-10 07:28:12,2026-03-10,Guest,VLAN 40,10.1.40.53,FTP,854.05,Deny,Wi-Fi
2026-03-07 04:48:19,2026-03-07,HR,VLAN 30,10.1.30.44,DNS,28.43,Permit,Wi-Fi
2026-03-07 10:06:02,2026-03-07,HR,VLAN 30,10.1.30.31,Active Directory,39.47,Permit,Wired
2026-02-23 08:37:44,2026-02-23,Staff,VLAN 30,10.1.30.132,Radius,22.85,Deny,Wi-Fi
2026-02-26 02:00:39,2026-02-26,HR,VLAN 30,10.1.30.46,HTTP,30.84,Permit,Wi-Fi
2026-02-15 13:25:21,2026-02-15,Guest,VLAN 40,10.1.40.177,HTTP,13.39,Permit,Wi-Fi
2026-02-18 09:27:35,2026-02-18,Staff,VLAN 30,10.1.30.145,SSH,37.37,Permit,Wi-Fi
2026-02-13 17:34:11,2026-02-13,Guest,VLAN 40,10.1.40.150,FTP,674.67,Deny,Wi-Fi
2026-03-02 23:46:48,2026-03-02,Guest,VLAN 40,10.1.40.70,HTTP,22.16,Permit,Wi-Fi
2026-02-13 04:18:22,2026-02-13,Guest,VLAN 40,10.1.40.129,Active Directory,49.16,Deny,Wi-Fi
2026-02-14 07:48:58,2026-02-14,Finance,VLAN 30,10.1.30.83,HTTP,28.16,Deny,Wi-Fi
2026-03-05 20:05:06,2026-03-05,Finance,VLAN 30,10.1.30.92,Active Directory,12.05,Permit,Wired
2026-03-03 16:00:21,2026-03-03,HR,VLAN 30,10.1.30.42,SSH,9.97,Deny,Wired
2026-02-17 13:26:54,2026-02-17,Finance,VLAN 30,10.1.30.90,HTTP,48.88,Deny,Wired
2026-02-15 07:01:40,2026-02-15,HR,VLAN 30,10.1.30.15,FTP,1001.53,Permit,Wi-Fi
2026-03-07 00:43:43,2026-03-07,HR,VLAN 30,10.1.30.34,DNS,5.58,Permit,Wired
2026-02-17 06:30:33,2026-02-17,HR,VLAN 30,10.1.30.24,HTTP,21.36,Permit,Wired
2026-02-18 17:53:39,2026-02-18,Guest,VLAN 40,10.1.40.97,Active Directory,1.68,Deny,Wi-Fi
2026-02-28 18:41:48,2026-02-28,IT,VLAN 20,10.1.20.39,SSH,49.69,Permit,Wi-Fi
2026-03-08 17:57:24,2026-03-08,Finance,VLAN 30,10.1.30.93,FTP,318.05,Permit,Wired
2026-02-16 07:53:32,2026-02-16,HR,VLAN 30,10.1.30.30,SSH,32.85,Deny,Wired
2026-02-19 03:26:01,2026-02-19,Finance,VLAN 30,10.1.30.90,DNS,8.23,Permit,Wi-Fi
2026-03-05 01:12:58,2026-03-05,Finance,VLAN 30,10.1.30.65,Active Directory,12.05,Permit,Wi-Fi
2026-02-28 11:29:35,2026-02-28,Guest,VLAN 40,10.1.40.164,Radius,41.81,Deny,Wi-Fi
2026-03-03 04:27:47,2026-03-03,IT,VLAN 20,10.1.20.38,FTP,279.47,Permit,Wired
2026-03-08 03:07:01,2026-03-08,HR,VLAN 30,10.1.30.31,HTTPS,793.45,Permit,Wired
2026-02-15 16:56:22,2026-02-15,IT,VLAN 20,10.1.20.15,Radius,28.76,Permit,Wi-Fi
2026-02-14 09:35:04,2026-02-14,HR,VLAN 30,10.1.30.28,FTP,617.68,Permit,Wi-Fi
2026-03-06 00:09:14,2026-03-06,Guest,VLAN 40,10.1.40.192,SSH,49.86,Deny,Wi-Fi
2026-02-13 22:14:13,2026-02-13,IT,VLAN 20,10.1.20.17,HTTPS,217.04,Permit,Wired
2026-02-13 08:53:11,2026-02-13,HR,VLAN 30,10.1.30.21,DNS,48.77,Permit,Wi-Fi
2026-02-13 09:05:01,2026-02-13,Finance,VLAN 30,10.1.30.86,HTTP,20.28,Permit,Wired
2026-03-01 03:05:50,2026-03-01,IT,VLAN 20,10.1.20.32,SMB,376.86,Deny,Wi-Fi
2026-03-04 05:16:37,2026-03-04,Staff,VLAN 30,10.1.30.150,FTP,128.48,Permit,Wi-Fi
2026-03-03 13:04:06,2026-03-03,IT,VLAN 20,10.1.20.12,Radius,6.94,Permit,Wi-Fi
2026-03-02 16:39:37,2026-03-02,Finance,VLAN 30,10.1.30.63,HTTPS,770.09,Deny,Wi-Fi
2026-03-04 13:55:41,2026-03-04,IT,VLAN 20,10.1.20.38,SMB,335.85,Permit,Wired
2026-02-14 07:11:23,2026-02-14,HR,VLAN 30,10.1.30.34,Radius,8.14,Permit,Wired
2026-03-09 20:03:53,2026-03-09,Guest,VLAN 40,10.1.40.190,HTTP,25.51,Permit,Wi-Fi
2026-02-14 17:59:42,2026-02-14,HR,VLAN 30,10.1.30.39,HTTP,15.61,Permit,Wi-Fi
2026-02-25 22:41:10,2026-02-25,Staff,VLAN 30,10.1.30.152,DNS,44.88,Deny,Wi-Fi
2026-02-18 15:16:22,2026-02-18,Guest,VLAN 40,10.1.40.182,Radius,35.79,Deny,Wi-Fi
2026-02-17 23:45:25,2026-02-17,HR,VLAN 30,10.1.30.19,HTTP,41.85,Permit,Wi-Fi
2026-02-23 01:21:01,2026-02-23,Staff,VLAN 30,10.1.30.144,Active Directory,14.58,Permit,Wi-Fi
2026-02-22 17:50:17,2026-02-22,Guest,VLAN 40,10.1.40.136,SSH,32.53,Deny,Wi-Fi
2026-02-12 14:26:05,2026-02-12,HR,VLAN 30,10.1.30.46,SSH,35.23,Permit,Wired
2026-03-10 16:37:28,2026-03-10,HR,VLAN 30,10.1.30.30,Radius,6.05,Deny,Wi-Fi
2026-02-16 09:35:01,2026-02-16,Finance,VLAN 30,10.1.30.93,SSH,33.78,Deny,Wired
2026-03-04 03:14:16,2026-03-04,HR,VLAN 30,10.1.30.26,SSH,39.25,Permit,Wi-Fi
2026-02-25 17:33:49,2026-02-25,IT,VLAN 20,10.1.20.41,SSH,1.9,Permit,Wired
2026-02-15 16:56:36,2026-02-15,Guest,VLAN 40,10.1.40.143,HTTP,3.71,Deny,Wi-Fi
2026-02-10 08:55:53,2026-02-10,HR,VLAN 30,10.1.30.20,FTP,332.37,Deny,Wi-Fi
2026-02-26 11:08:41,2026-02-26,Finance,VLAN 30,10.1.30.63,Active Directory,46.41,Permit,Wi-Fi
2026-02-28 23:10:40,2026-02-28,HR,VLAN 30,10.1.30.42,DNS,8.3,Permit,Wired
2026-02-19 09:36:11,2026-02-19,HR,VLAN 30,10.1.30.49,Radius,3.95,Permit,Wi-Fi
2026-02-10 10:44:30,2026-02-10,Finance,VLAN 30,10.1.30.72,SSH,19.46,Permit,Wi-Fi
2026-02-11 11:28:56,2026-02-11,HR,VLAN 30,10.1.30.23,DNS,30.45,Permit,Wi-Fi
2026-03-01 22:40:06,2026-03-01,Guest,VLAN 40,10.1.40.124,HTTPS,913.57,Permit,Wi-Fi
2026-02-09 22:23:02,2026-02-09,HR,VLAN 30,10.1.30.42,SSH,4.53,Permit,Wi-Fi
2026-02-27 22:49:10,2026-02-27,Guest,VLAN 40,10.1.40.142,SMB,656.89,Deny,Wi-Fi
2026-02-20 07:30:04,2026-02-20,IT,VLAN 20,10.1.20.32,HTTP,4.97,Permit,Wi-Fi
2026-02-14 22:29:07,2026-02-14,HR,VLAN 30,10.1.30.43,Active Directory,17.58,Deny,Wired
2026-02-18 14:57:05,2026-02-18,Staff,VLAN 30,10.1.30.137,FTP,118.06,Permit,Wi-Fi
2026-02-27 21:37:37,2026-02-27,HR,VLAN 30,10.1.30.49,SSH,36.45,Permit,Wi-Fi
2026-02-27 12:27:17,2026-02-27,Finance,VLAN 30,10.1.30.82,DNS,47.8,Deny,Wired
2026-03-08 08:53:27,2026-03-08,Guest,VLAN 40,10.1.40.197,SSH,44.57,Deny,Wi-Fi
2026-03-04 14:37:43,2026-03-04,Finance,VLAN 30,10.1.30.73,SSH,36.45,Permit,Wired
2026-02-16 22:51:40,2026-02-16,IT,VLAN 20,10.1.20.16,FTP,961.58,Permit,Wi-Fi
2026-02-22 17:34:52,2026-02-22,Guest,VLAN 40,10.1.40.198,DNS,46.3,Deny,Wi-Fi
2026-03-03 16:10:43,2026-03-03,Finance,VLAN 30,10.1.30.93,DNS,34.87,Permit,Wired
2026-02-11 21:06:19,2026-02-11,Guest,VLAN 40,10.1.40.114,Active Directory,36.82,Deny,Wi-Fi
2026-03-02 20:21:24,2026-03-02,Finance,VLAN 30,10.1.30.76,FTP,364.05,Permit,Wi-Fi
2026-03-05 20:52:05,2026-03-05,IT,VLAN 20,10.1.20.42,SMB,237.12,Permit,Wired
2026-02-21 16:19:46,2026-02-21,HR,VLAN 30,10.1.30.21,SMB,34.19,Permit,Wired
2026-03-10 22:38:54,2026-03-10,HR,VLAN 30,10.1.30.47,SMB,423.35,Deny,Wi-Fi
2026-02-18 06:18:27,2026-02-18,HR,VLAN 30,10.1.30.39,SMB,582.49,Deny,Wi-Fi
2026-03-09 04:37:32,2026-03-09,Guest,VLAN 40,10.1.40.49,SSH,43.86,Deny,Wi-Fi
2026-02-19 06:41:25,2026-02-19,Guest,VLAN 40,10.1.40.77,FTP,573.59,Deny,Wi-Fi
2026-02-17 20:30:01,2026-02-17,Finance,VLAN 30,10.1.30.65,Radius,6.27,Permit,Wired
2026-02-12 23:55:45,2026-02-12,HR,VLAN 30,10.1.30.40,SSH,31.38,Deny,Wired
2026-02-22 23:20:17,2026-02-22,Staff,VLAN 30,10.1.30.189,SSH,20.45,Permit,Wired
2026-02-25 17:36:03,2026-02-25,Finance,VLAN 30,10.1.30.97,Active Directory,34.32,Permit,Wi-Fi
2026-02-15 17:34:14,2026-02-15,HR,VLAN 30,10.1.30.36,DNS,22.83,Permit,Wi-Fi
2026-02-16 15:03:08,2026-02-16,Staff,VLAN 30,10.1.30.102,SSH,9.86,Permit,Wi-Fi
2026-02-22 03:39:32,2026-02-22,Staff,VLAN 30,10.1.30.161,DNS,18.9,Permit,Wired
2026-02-23 13:30:42,2026-02-23,IT,VLAN 20,10.1.20.14,DNS,2.1,Permit,Wi-Fi
2026-02-21 11:09:10,2026-02-21,IT,VLAN 20,10.1.20.27,HTTP,32.48,Permit,Wired
2026-02-22 07:36:18,2026-02-22,IT,VLAN 20,10.1.20.20,DNS,22.16,Permit,Wired
2026-02-24 09:59:05,2026-02-24,HR,VLAN 30,10.1.30.47,SSH,39.48,Deny,Wi-Fi
2026-03-08 16:40:00,2026-03-08,HR,VLAN 30,10.1.30.34,Active Directory,36.69,Deny,Wired
2026-03-04 21:15:49,2026-03-04,IT,VLAN 20,10.1.20.19,SMB,768.45,Permit,Wi-Fi
2026-03-05 16:40:15,2026-03-05,Guest,VLAN 40,10.1.40.79,HTTPS,920.96,Deny,Wi-Fi
2026-02-21 10:40:28,2026-02-21,IT,VLAN 20,10.1.20.42,FTP,72.75,Permit,Wi-Fi
2026-02-18 21:09:54,2026-02-18,IT,VLAN 20,10.1.20.17,FTP,803.3,Permit,Wi-Fi
2026-02-16 00:38:15,2026-02-16,Staff,VLAN 30,10.1.30.172,Radius,8.84,Permit,Wired
2026-02-28 12:26:06,2026-02-28,Guest,VLAN 40,10.1.40.34,SSH,19.55,Deny,Wi-Fi
2026-02-25 00:28:22,2026-02-25,Staff,VLAN 30,10.1.30.122,SMB,708.39,Permit,Wired
2026-03-08 17:56:35,2026-03-08,HR,VLAN 30,10.1.30.10,HTTP,15.99,Permit,Wi-Fi
2026-03-01 13:16:56,2026-03-01,HR,VLAN 30,10.1.30.13,FTP,706.91,Deny,Wi-Fi
2026-02-12 18:00:17,2026-02-12,Staff,VLAN 30,10.1.30.160,SSH,7.26,Deny,Wi-Fi
2026-02-18 05:37:34,2026-02-18,Finance,VLAN 30,10.1.30.64,SSH,20.13,Permit,Wi-Fi
2026-02-19 21:05:15,2026-02-19,Staff,VLAN 30,10.1.30.119,HTTPS,652.13,Permit,Wired
2026-03-11 10:40:57,2026-03-11,Finance,VLAN 30,10.1.30.76,SSH,44.47,Permit,Wi-Fi
2026-02-17 14:57:36,2026-02-17,Staff,VLAN 30,10.1.30.105,FTP,599.02,Deny,Wired
2026-02-27 23:12:18,2026-02-27,IT,VLAN 20,10.1.20.33,SMB,566.74,Deny,Wired
2026-02-18 23:02:36,2026-02-18,Staff,VLAN 30,10.1.30.169,HTTPS,364.49,Permit,Wi-Fi
2026-02-26 18:17:39,2026-02-26,Staff,VLAN 30,10.1.30.130,Radius,44.32,Permit,Wired
2026-02-27 08:46:27,2026-02-27,HR,VLAN 30,10.1.30.23,Active Directory,44.51,Permit,Wi-Fi
2026-03-10 04:13:40,2026-03-10,Staff,VLAN 30,10.1.30.197,Radius,36.46,Permit,Wi-Fi
2026-03-04 13:52:55,2026-03-04,Staff,VLAN 30,10.1.30.169,SMB,692.61,Permit,Wired
2026-03-08 21:05:24,2026-03-08,HR,VLAN 30,10.1.30.31,Radius,34.95,Permit,Wired
2026-02-17 22:23:36,2026-02-17,Finance,VLAN 30,10.1.30.79,DNS,33.35,Deny,Wired
2026-03-05 04:12:31,2026-03-05,IT,VLAN 20,10.1.20.14,SMB,878.21,Permit,Wi-Fi
2026-03-08 11:05:41,2026-03-08,Guest,VLAN 40,10.1.40.11,SSH,2.36,Deny,Wi-Fi
2026-03-09 04:06:16,2026-03-09,Finance,VLAN 30,10.1.30.77,HTTPS,240.68,Permit,Wired
2026-02-26 19:23:12,2026-02-26,Finance,VLAN 30,10.1.30.76,Active Directory,37.31,Deny,Wi-Fi
2026-02-21 07:35:07,2026-02-21,HR,VLAN 30,10.1.30.21,DNS,29.39,Permit,Wired
2026-02-28 14:22:26,2026-02-28,HR,VLAN 30,10.1.30.34,Radius,22.43,Deny,Wi-Fi
2026-03-08 03:51:52,2026-03-08,IT,VLAN 20,10.1.20.35,SMB,657.63,Permit,Wired
2026-03-06 13:54:13,2026-03-06,Staff,VLAN 30,10.1.30.196,Active Directory,12.32,Permit,Wi-Fi
2026-03-01 01:01:19,2026-03-01,Guest,VLAN 40,10.1.40.41,Radius,3.71,Deny,Wi-Fi
2026-03-06 06:24:37,2026-03-06,IT,VLAN 20,10.1.20.11,SMB,570.43,Permit,Wi-Fi
2026-02-27 22:17:14,2026-02-27,Guest,VLAN 40,10.1.40.89,SSH,5.46,Deny,Wi-Fi
2026-02-15 04:14:20,2026-02-15,Finance,VLAN 30,10.1.30.91,FTP,256.31,Deny,Wired
2026-03-02 16:58:53,2026-03-02,HR,VLAN 30,10.1.30.43,DNS,18.42,Permit,Wi-Fi
2026-03-11 00:46:41,2026-03-11,IT,VLAN 20,10.1.20.17,HTTPS,504.62,Deny,Wi-Fi
2026-03-02 05:42:52,2026-03-02,Guest,VLAN 40,10.1.40.106,HTTPS,372.58,Permit,Wi-Fi
2026-03-09 00:52:08,2026-03-09,Guest,VLAN 40,10.1.40.15,SSH,17.23,Deny,Wi-Fi
2026-03-05 03:49:28,2026-03-05,Finance,VLAN 30,10.1.30.57,Active Directory,23.95,Deny,Wired
2026-02-21 03:00:35,2026-02-21,IT,VLAN 20,10.1.20.32,HTTP,44.57,Permit,Wi-Fi
2026-02-25 13:50:49,2026-02-25,IT,VLAN 20,10.1.20.17,Radius,18.1,Permit,Wi-Fi
2026-03-06 20:24:32,2026-03-06,IT,VLAN 20,10.1.20.24,SMB,457.79,Permit,Wi-Fi
2026-03-10 04:37:22,2026-03-10,Staff,VLAN 30,10.1.30.101,HTTPS,794.21,Permit,Wi-Fi
2026-02-21 04:09:51,2026-02-21,Finance,VLAN 30,10.1.30.58,HTTPS,505.99,Permit,Wired
2026-03-03 06:17:50,2026-03-03,HR,VLAN 30,10.1.30.16,SSH,16.37,Permit,Wired
2026-02-10 21:40:52,2026-02-10,IT,VLAN 20,10.1.20.26,FTP,592.04,Permit,Wi-Fi
2026-03-08 17:26:25,2026-03-08,Finance,VLAN 30,10.1.30.82,FTP,762.45,Deny,Wi-Fi
2026-02-21 10:40:36,2026-02-21,HR,VLAN 30,10.1.30.14,SSH,17.68,Permit,Wi-Fi
2026-02-23 09:58:13,2026-02-23,Guest,VLAN 40,10.1.40.87,Active Directory,46.01,Deny,Wi-Fi
2026-02-12 02:26:41,2026-02-12,Staff,VLAN 30,10.1.30.158,SMB,982.53,Deny,Wired
2026-03-06 03:12:40,2026-03-06,Finance,VLAN 30,10.1.30.59,SMB,1020.35,Permit,Wired
2026-03-06 12:26:46,2026-03-06,Finance,VLAN 30,10.1.30.79,Active Directory,22.06,Permit,Wired
2026-03-11 18:26:24,2026-03-11,Finance,VLAN 30,10.1.30.77,DNS,25.89,Permit,Wi-Fi
2026-02-10 04:39:00,2026-02-10,Staff,VLAN 30,10.1.30.185,SSH,37.88,Permit,Wi-Fi
2026-02-13 14:28:31,2026-02-13,IT,VLAN 20,10.1.20.42,HTTP,11.99,Deny,Wi-Fi
2026-02-12 12:24:44,2026-02-12,HR,VLAN 30,10.1.30.42,Active Directory,26.62,Permit,Wired
2026-02-22 16:02:46,2026-02-22,HR,VLAN 30,10.1.30.20,HTTP,24.29,Permit,Wired
2026-02-17 02:35:26,2026-02-17,IT,VLAN 20,10.1.20.41,Active Directory,49.41,Permit,Wi-Fi
2026-02-12 04:25:50,2026-02-12,Finance,VLAN 30,10.1.30.83,FTP,622.28,Deny,Wired
2026-02-15 12:52:13,2026-02-15,HR,VLAN 30,10.1.30.34,SSH,11.34,Permit,Wi-Fi
2026-02-17 10:18:24,2026-02-17,Staff,VLAN 30,10.1.30.174,DNS,27.73,Deny,Wi-Fi
2026-02-22 16:36:26,2026-02-22,HR,VLAN 30,10.1.30.29,SMB,206.34,Permit,Wi-Fi
2026-03-01 18:07:41,2026-03-01,Finance,VLAN 30,10.1.30.62,HTTPS,827.39,Permit,Wi-Fi
2026-02-23 02:45:14,2026-02-23,Finance,VLAN 30,10.1.30.64,HTTPS,1014.47,Permit,Wi-Fi
2026-02-16 14:25:54,2026-02-16,IT,VLAN 20,10.1.20.44,HTTPS,725.41,Permit,Wi-Fi
2026-02-18 23:39:25,2026-02-18,Guest,VLAN 40,10.1.40.40,SMB,674.93,Deny,Wi-Fi
2026-02-28 22:51:18,2026-02-28,HR,VLAN 30,10.1.30.28,HTTPS,1022.38,Deny,Wi-Fi
2026-02-28 16:16:59,2026-02-28,Guest,VLAN 40,10.1.40.26,FTP,385.65,Deny,Wi-Fi
2026-03-09 02:30:29,2026-03-09,HR,VLAN 30,10.1.30.15,Active Directory,11.75,Deny,Wi-Fi
2026-03-03 21:16:17,2026-03-03,HR,VLAN 30,10.1.30.35,FTP,399.24,Permit,Wired
2026-03-08 17:32:25,2026-03-08,Finance,VLAN 30,10.1.30.97,HTTPS,909.81,Permit,Wi-Fi
2026-03-08 06:37:16,2026-03-08,HR,VLAN 30,10.1.30.43,Active Directory,24.02,Permit,Wi-Fi
2026-02-14 19:36:44,2026-02-14,HR,VLAN 30,10.1.30.24,FTP,507.47,Permit,Wi-Fi
2026-02-28 05:36:59,2026-02-28,Finance,VLAN 30,10.1.30.64,Active Directory,22.28,Permit,Wired
2026-02-15 22:19:23,2026-02-15,Staff,VLAN 30,10.1.30.142,SSH,11.74,Deny,Wired
2026-02-20 01:31:42,2026-02-20,Guest,VLAN 40,10.1.40.179,DNS,23.43,Permit,Wi-Fi
2026-02-21 10:49:35,2026-02-21,Finance,VLAN 30,10.1.30.71,Active Directory,37.7,Permit,Wi-Fi
2026-03-05 17:20:27,2026-03-05,Finance,VLAN 30,10.1.30.52,Active Directory,42.45,Permit,Wired
2026-03-10 22:37:11,2026-03-10,Guest,VLAN 40,10.1.40.32,SSH,10.53,Deny,Wi-Fi
2026-02-13 15:51:12,2026-02-13,Guest,VLAN 40,10.1.40.120,SMB,17.53,Deny,Wi-Fi
2026-02-24 23:20:16,2026-02-24,HR,VLAN 30,10.1.30.47,HTTP,25.94,Permit,Wi-Fi
2026-02-13 15:41:27,2026-02-13,Staff,VLAN 30,10.1.30.112,DNS,15.43,Permit,Wi-Fi
2026-02-23 16:03:42,2026-02-23,IT,VLAN 20,10.1.20.24,HTTPS,867.34,Permit,Wired
2026-03-01 05:18:56,2026-03-01,Finance,VLAN 30,10.1.30.87,SSH,17.39,Deny,Wi-Fi
2026-03-07 08:17:00,2026-03-07,Staff,VLAN 30,10.1.30.178,HTTP,49.68,Permit,Wi-Fi
2026-02-13 04:36:47,2026-02-13,HR,VLAN 30,10.1.30.12,SSH,4.11,Deny,Wired
2026-02-28 15:29:48,2026-02-28,Staff,VLAN 30,10.1.30.123,Active Directory,12.64,Permit,Wired
2026-02-10 22:28:47,2026-02-10,Staff,VLAN 30,10.1.30.167,DNS,29.39,Permit,Wired
2026-03-03 09:45:20,2026-03-03,Staff,VLAN 30,10.1.30.198,HTTPS,262.36,Deny,Wi-Fi
2026-02-12 11:00:57,2026-02-12,Guest,VLAN 40,10.1.40.160,DNS,37.51,Permit,Wi-Fi
2026-02-12 09:39:03,2026-02-12,HR,VLAN 30,10.1.30.13,FTP,293.45,Permit,Wi-Fi
2026-02-22 13:22:00,2026-02-22,IT,VLAN 20,10.1.20.20,HTTP,37.37,Permit,Wi-Fi
2026-03-06 08:19:00,2026-03-06,Guest,VLAN 40,10.1.40.179,FTP,863.83,Deny,Wi-Fi
2026-02-25 15:16:09,2026-02-25,Finance,VLAN 30,10.1.30.57,HTTP,24.1,Permit,Wired
2026-02-26 03:40:05,2026-02-26,Staff,VLAN 30,10.1.30.198,DNS,25.89,Deny,Wired
2026-02-20 04:31:23,2026-02-20,IT,VLAN 20,10.1.20.18,HTTP,2.08,Deny,Wired
2026-02-24 05:55:38,2026-02-24,IT,VLAN 20,10.1.20.33,HTTPS,703.02,Permit,Wired
2026-02-12 00:25:54,2026-02-12,HR,VLAN 30,10.1.30.26,SMB,549.22,Permit,Wired
2026-03-09 21:39:55,2026-03-09,HR,VLAN 30,10.1.30.21,SSH,6.8,Permit,Wired
2026-03-03 07:33:42,2026-03-03,Finance,VLAN 30,10.1.30.74,HTTP,28.16,Deny,Wired
2026-02-24 11:43:47,2026-02-24,HR,VLAN 30,10.1.30.33,HTTP,40.37,Deny,Wi-Fi
2026-02-09 23:16:42,2026-02-09,Finance,VLAN 30,10.1.30.97,Active Directory,36.43,Permit,Wi-Fi
2026-02-18 22:03:05,2026-02-18,IT,VLAN 20,10.1.20.16,FTP,416.5,Permit,Wired
2026-02-28 08:32:02,2026-02-28,HR,VLAN 30,10.1.30.28,DNS,44.06,Permit,Wi-Fi
